259df52*,20200922,Mat4 dot,199440104ns,10000000
259df52*,20200922,Mat4 dot Vec4,103427611ns,10000000
259df52*,20200922,Mat4 transpose,153197356ns,10000000
259df52*,20200922,Mat4 det,2164096999ns,10000000
259df52*,20200922,Mat4 inverse,8381207284ns,10000000
